systematic	common	init_type	n_symbols_in_scf	human_symbols_used	sources
YOR063W	RPL3	ortholog	2	RPL3,RPL3L	InParanoid,OMA
YOR064C	YNG1	ortholog	4	ING1,ING2,ING4,ING5	InParanoid
YOR065W	CYT1	ortholog	1	CYC1	InParanoid,OMA
YOR066W	MSA1	random	0		
YOR067C	ALG8	ortholog	1	ALG8	InParanoid,OMA
YOR068C	VAM10	random	0		
YOR069W	VPS5	ortholog	2	SNX1,SNX2	InParanoid
YOR070C	GYP1	ortholog	2	TBC1D22A,TBC1D22B	InParanoid
YOR071C	NRT1	random	0		
YOR072W		random	0		
YOR072W-A		random	0		
YOR072W-B		random	0		
YOR073W	SGO1	random	0		
YOR073W-A		random	0		
YOR074C	CDC21	ortholog	1	TYMS	InParanoid,OMA
YOR075W	UFE1	ortholog	1	STX18	InParanoid
YOR076C	SKI7	random	0		
YOR077W	RTS2	random	0		
YOR078W	BUD21	random	0		
YOR079C	ATX2	ortholog	1	SLC39A9	InParanoid,OMA
YOR080W	DIA2	random	0		
YOR081C	TGL5	random	0		
YOR082C		random	0		
YOR083W	WHI5	random	0		
YOR084W	LPX1	random	0		
YOR085W	OST3	ortholog	2	MAGT1,TUSC3	InParanoid,OMA
YOR086C	TCB1	random	0		
YOR087W	YVC1	random	0		
YOR089C	VPS21	ortholog	3	RAB5A,RAB5B,RAB5C	InParanoid,OMA
YOR090C	PTC5	ortholog	2	PDP1,PDP2	InParanoid,OMA
YOR091W	TMA46	ortholog	1	ZC3H15	InParanoid
YOR092W	ECM3	random	0		
YOR093C	CRM2	random	0		
YOR094W	ARF3	ortholog	16	ARF1,ARF3,ARF4,ARF5,ARF6,ARL1,ARL11,ARL14,ARL17B,ARL3,ARL4A,ARL4C,ARL4D,ARL5A,ARL5B,ARL5C	OMA,OrthoDB
YOR095C	RKI1	ortholog	1	RPIA	InParanoid,OMA
YOR096W	RPS7A	ortholog	1	RPS7	InParanoid,OMA
YOR097C		random	0		
YOR098C	NUP1	random	0		
YOR099W	KTR1	random	0		
YOR100C	CRC1	ortholog	6	SLC25A15,SLC25A2,SLC25A20,SLC25A29,SLC25A47,SLC25A48	InParanoid,OMA
YOR101W	RAS1	ortholog	2	RRAS,RRAS2	InParanoid
YOR102W		random	0		
YOR103C	OST2	ortholog	1	DAD1	InParanoid,OMA
YOR104W	PIN2	random	0		
YOR105W		random	0		
YOR106W	VAM3	random	0		
YOR107W	RGS2	random	0		
YOR108C-A		random	0		
YOR108W	LEU9	random	0		
YOR109W	INP53	ortholog	2	SYNJ1,SYNJ2	InParanoid
YOR110W	TFC7	random	0		
YOR111W		random	0		
YOR112W	CEX1	ortholog	1	SCYL1	InParanoid,OMA
YOR113W	AZF1	random	0		
YOR114W	CIM1	random	0		
YOR115C	TRS33	ortholog	2	TRAPPC6A,TRAPPC6B	InParanoid
YOR116C	RPO31	ortholog	1	POLR3A	InParanoid,OMA
YOR117W	RPT5	ortholog	1	PSMC3	InParanoid
YOR118W	RTC5	random	0		
YOR119C	RIO1	ortholog	1	RIOK1	InParanoid,OMA
YOR120W	GCY1	ortholog	11	AKR1A1,AKR1B1,AKR1B10,AKR1B15,AKR1C1,AKR1C2,AKR1C3,AKR1C8,AKR1D1,AKR1E2,AR	InParanoid,OMA,OrthoDB
YOR121C		random	0		
YOR122C	PFY1	ortholog	4	PFN1,PFN2,PFN3,PFN4	InParanoid,OMA,OrthoDB
YOR123C	LEO1	ortholog	1	LEO1	OMA
YOR124C	UBP2	random	0		
YOR125C	CAT5	ortholog	1	COQ7	InParanoid,OMA
YOR126C	IAH1	ortholog	1	IAH1	InParanoid,OMA
YOR127W	RGA1	random	0		
YOR128C	ADE2	random	0		
YOR129C	AFI1	random	0		
YOR130C	ORT1	ortholog	6	SLC25A15,SLC25A2,SLC25A20,SLC25A29,SLC25A47,SLC25A48	InParanoid,OMA
YOR131C		random	0		
YOR132W	VPS17	random	0		
YOR133W	EFT1; EFT2	ortholog	1	EEF2	InParanoid,OMA
YOR134W	BAG7	random	0		
YOR135C	IRC14	random	0		
YOR136W	IDH2	ortholog	1	IDH3A	InParanoid,OMA
YOR137C	SIA1	random	0		
YOR138C	RUP1	random	0		
YOR139C		random	0		
YOR140W	SFL1	random	0		
YOR141C	ARP8	ortholog	1	ACTR8	InParanoid,OMA
YOR142W	LSC1	ortholog	1	SUCLG1	InParanoid,OMA
YOR142W-A	TY1A-OR	random	0		
YOR142W-B	TY1B-OR	random	0		
YOR143C	THI80	ortholog	1	TPK1	InParanoid,OMA
YOR144C	ELG1	random	0		
YOR145C	PNO1	ortholog	1	PNO1	InParanoid,OMA
YOR146W		random	0		
YOR147W	MDM32	random	0		
YOR148C	SPP2	random	0		
YOR149C	SMP3	ortholog	1	PIGZ	InParanoid,OMA
YOR150W	MRPL23	ortholog	1	MRPL13	InParanoid,OMA
YOR151C	RPB2	ortholog	1	POLR2B	InParanoid,OMA
YOR152C	ATG40	random	0		
YOR153W	PDR5	random	0		
YOR154W	SLP1	random	0		
YOR155C	ISN1	random	0		
YOR156C	NFI1	random	0		
YOR157C	PUP1	ortholog	2	PSMB10,PSMB7	InParanoid,OMA
YOR158W	PET123	random	0		
YOR159C	SME1	ortholog	1	SNRPE	InParanoid,OMA
YOR160W	MTR10	ortholog	2	IPO13,TNPO3	InParanoid,OMA
YOR161C	PNS1	ortholog	5	SLC44A1,SLC44A2,SLC44A3,SLC44A4,SLC44A5	InParanoid
YOR161C-C		random	0		
YOR161W-A		random	0		
YOR161W-B		random	0		
YOR162C	YRR1	random	0		
YOR163W	DDP1	random	0		
YOR164C	GET4	ortholog	1	GET4	InParanoid,OMA
YOR165W	SEY1	random	0		
YOR166C	SWT1	random	0		
YOR167C	RPS28A	ortholog	1	RPS28	InParanoid,OMA
YOR168W	GLN4	ortholog	1	QARS1	InParanoid,OMA
YOR169C		random	0		
YOR170W		random	0		
YOR171C	LCB4	ortholog	2	SPHK1,SPHK2	InParanoid
YOR172W	YRM1	random	0		
YOR173W	DCS2	ortholog	1	DCPS	InParanoid,OMA
YOR174W	MED4	random	0		
YOR175C	ALE1	ortholog	2	MBOAT1,MBOAT2	InParanoid,OMA
YOR176W	HEM15	ortholog	1	FECH	InParanoid
YOR177C	MPC54	random	0		
YOR178C	GAC1	random	0		
YOR179C	SYC1	random	0		
YOR180C	DCI1	ortholog	2	CDYL2,ECI2	InParanoid
YOR181W	LAS17	ortholog	2	WAS,WASL	OMA
YOR182C	RPS30B	random	0		
YOR183W	FYV12	random	0		
YOR184W	SER1	ortholog	1	PSAT1	InParanoid,OMA
YOR185C	GSP2	ortholog	4	RAB7A,RAB7B,RAB9A,RAN	InParanoid,OMA,OrthoDB
YOR186C-A		random	0		
YOR186W		random	0		
YOR187W	TUF1	ortholog	1	TUFM	InParanoid,OMA
YOR188W	MSB1	random	0		
YOR189W	IES4	random	0		
YOR190W	SPR1	random	0		
YOR191W	ULS1	random	0		
YOR192C	THI72	random	0		
YOR192C-A	TY2A-OR1	random	0		
YOR192C-B	TY2B-OR1	random	0		
YOR192C-C		random	0		
YOR193W	PEX27	random	0		
YOR194C	TOA1	ortholog	1	GTF2A1	InParanoid
YOR195W	SLK19	ortholog	1	CCDC186	OMA
YOR196C	LIP5	ortholog	1	LIAS	InParanoid,OMA
YOR197W	MCA1	random	0		
YOR198C	BFR1	random	0		
YOR199W		random	0		
YOR200W		random	0		
YOR201C	MRM1	ortholog	1	MRM1	InParanoid,OMA
YOR202W	HIS3	random	0		
YOR203W		random	0		
YOR204W	DED1	ortholog	2	DDX3X,DDX3Y	InParanoid,OMA
YOR205C	GEP3	random	0		
YOR206W	NOC2	ortholog	1	NOC2L	InParanoid,OMA
YOR207C	RET1	ortholog	1	POLR3B	InParanoid,OMA
YOR208W	PTP2	random	0		
YOR209C	NPT1	random	0		
YOR210W	RPB10	ortholog	1	POLR2L	InParanoid,OMA
YOR211C	MGM1	random	0		
YOR212W	STE4	ortholog	5	GNB1,GNB2,GNB3,GNB4,GNB5	InParanoid,OMA
YOR213C	SAS5	random	0		
YOR214C	SPR2	random	0		
YOR215C	AIM41	random	0		
YOR216C	RUD3	random	0		
YOR217W	RFC1	ortholog	1	RFC1	InParanoid,OMA
YOR218C		random	0		
YOR219C	STE13	ortholog	4	DPP10,DPP4,DPP6,FAP	InParanoid,OMA
YOR220W	RCN2	random	0		
YOR221C	MCT1	random	0		
YOR222W	ODC2	ortholog	3	SLC25A1,SLC25A21,UCP2	InParanoid,OMA
YOR223W	DSC3	random	0		
YOR224C	RPB8	ortholog	1	POLR2H	InParanoid,OMA
YOR225W		random	0		
YOR226C	ISU2	ortholog	1	ISCU	InParanoid,OMA
YOR227W	HER1	random	0		
YOR228C	MCP1	random	0		
YOR229W	WTM2	random	0		
YOR230W	WTM1	random	0		
YOR231C-A		random	0		
YOR231W	MKK1	ortholog	1	MAP2K5	InParanoid
YOR232W	MGE1	ortholog	2	GRPEL1,GRPEL2	InParanoid,OMA
YOR233W	KIN4	ortholog	6	BRSK1,BRSK2,MARK1,MARK2,MARK3,MARK4	InParanoid
YOR234C	RPL33B	ortholog	1	RPL35A	InParanoid,OMA
YOR235W	IRC13	random	0		
YOR236W	DFR1	ortholog	2	DHFR,DHFR2	InParanoid,OMA
YOR237W	HES1	ortholog	2	OSBPL1A,OSBPL2	InParanoid
YOR238W		random	0		
YOR239W	ABP140	random	0		
YOR241W	MET7	ortholog	1	FPGS	InParanoid,OMA
YOR242C	SSP2	random	0		
YOR243C	PUS7	ortholog	1	PUS7	InParanoid,OMA
YOR244W	ESA1	ortholog	1	KAT5	InParanoid
YOR245C	DGA1	ortholog	7	AWAT1,AWAT2,DGAT2,DGAT2L6,MOGAT1,MOGAT2,MOGAT3	InParanoid,OMA
YOR246C	ENV9	ortholog	7	DHRS13,DHRSX,RDH11,RDH12,RDH13,RDH14,WWOX	InParanoid,OMA
YOR247W	SRL1	random	0		
YOR248W		random	0		
YOR249C	APC5	random	0		
YOR250C	CLP1	ortholog	1	CLP1	InParanoid,OMA
YOR251C	TUM1	ortholog	2	MPST,TST	InParanoid,OMA
YOR252W	TMA16	ortholog	1	TMA16	InParanoid
YOR253W	NAT5	random	0		
YOR254C	SEC63	ortholog	3	DNAJB8,DNAJC8,SEC63	InParanoid,OrthoDB
YOR255W	OSW1	random	0		
YOR256C	TRE2	ortholog	1	NAALADL2	OMA
YOR257W	CDC31	ortholog	3	CETN1,CETN2,CETN3	InParanoid,OMA
YOR258W	HNT3	random	0		
YOR259C	RPT4	ortholog	1	PSMC6	InParanoid,OMA
YOR260W	GCD1	ortholog	1	EIF2B3	InParanoid,OMA
YOR261C	RPN8	ortholog	1	PSMD7	InParanoid,OMA
YOR262W	GPN2	ortholog	1	GPN2	InParanoid,OMA
YOR263C		random	0		
YOR264W	DSE3	random	0		
YOR265W	RBL2	ortholog	1	TBCA	InParanoid,OMA
YOR266W	PNT1	random	0		
YOR267C	HRK1	random	0		
YOR268C		random	0		
YOR269W	PAC1	ortholog	1	PAFAH1B1	OMA
YOR270C	VPH1	ortholog	4	ATP6V0A1,ATP6V0A2,ATP6V0A4,TCIRG1	InParanoid,OMA
YOR271C	FSF1	ortholog	4	SFXN1,SFXN2,SFXN3,SFXN5	InParanoid,OMA
YOR272W	YTM1	ortholog	4	STRN,STRN3,STRN4,WDR12	InParanoid,OMA,OrthoDB
YOR273C	TPO4	random	0		
YOR274W	MOD5	ortholog	1	TRIT1	InParanoid,OMA
YOR275C	RIM20	ortholog	1	PDCD6IP	InParanoid
YOR276W	CAF20	random	0		
YOR277C		random	0		
YOR278W	HEM4	ortholog	1	UROS	InParanoid,OMA
YOR279C	RFM1	random	0		
YOR280C	FSH3	ortholog	1	OVCA2	InParanoid,OMA
YOR281C	PLP2	ortholog	2	PDCL2,PDCL3	InParanoid,OMA
YOR282W		random	0		
YOR283W		ortholog	3	BPGM,PGAM4,TIGAR	OrthoDB
YOR284W	HUA2	random	0		
YOR285W	RDL1	ortholog	1	TSTD1	InParanoid
YOR286W	RDL2	ortholog	1	TSTD1	InParanoid
YOR287C	RRP36	ortholog	1	RRP36	InParanoid
YOR288C	MPD1	random	0		
YOR289W		ortholog	2	AMMECR1,AMMECR1L	InParanoid
YOR290C	SNF2	ortholog	2	SMARCA2,SMARCA4	InParanoid
YOR291W	YPK9	ortholog	4	ATP13A2,ATP13A3,ATP13A4,ATP13A5	InParanoid,OMA
YOR292C		random	0		
YOR293C-A		random	0		
YOR293W	RPS10A	ortholog	1	RPS10	InParanoid,OMA
YOR294W	RRS1	random	0		
YOR295W	UAF30	random	0		
YOR296W		random	0		
YOR297C	TIM18	random	0		
YOR298C-A	MBF1	ortholog	1	EDF1	InParanoid,OMA
YOR298W	MUM3	random	0		
YOR299W	BUD7	random	0		
YOR300W		random	0		
YOR301W	RAX1	random	0		
YOR302W		random	0		
YOR303W	CPA1	random	0		
YOR304C-A		random	0		
YOR304W	ISW2	ortholog	2	SMARCA1,SMARCA5	InParanoid,OMA
YOR305W	RRG7	random	0		
YOR306C	MCH5	ortholog	3	SLC16A12,SLC16A2,SLC16A7	OMA
YOR307C	SLY41	ortholog	1	SLC35E1	InParanoid,OMA
YOR308C	SNU66	ortholog	1	SART1	InParanoid
YOR309C		random	0		
YOR310C	NOP58	ortholog	1	NOP58	InParanoid,OMA
YOR311C	DGK1	random	0		
YOR312C	RPL20B	ortholog	1	RPL18A	InParanoid
YOR313C	SPS4	random	0		
YOR314W		random	0		
YOR314W-A		random	0		
YOR315W	SFG1	random	0		
YOR316C	COT1	ortholog	4	SLC30A1,SLC30A10,SLC30A7,SLC30A8	InParanoid,OMA,OrthoDB
YOR316C-A		random	0		
YOR317W	FAA1	ortholog	2	ACSL3,ACSL4	InParanoid,OMA
YOR318C		random	0		
YOR319W	HSH49	ortholog	2	PABPC1L2A,PABPC1L2B	InParanoid,OMA,OrthoDB
YOR320C	GNT1	random	0		
YOR321W	PMT3	ortholog	1	POMT2	InParanoid,OMA
YOR322C	LDB19	random	0		
YOR323C	PRO2	ortholog	1	ALDH18A1	InParanoid
YOR324C	FRT1	random	0		
YOR325W		random	0		
YOR326W	MYO2	ortholog	3	MYO5A,MYO5B,MYO5C	InParanoid,OMA
YOR327C	SNC2	ortholog	5	VAMP1,VAMP2,VAMP3,VAMP4,VAMP8	InParanoid,OMA
YOR328W	PDR10	random	0		
YOR329C	SCD5	random	0		
YOR329W-A		random	0		
YOR330C	MIP1	ortholog	1	POLG	InParanoid,OMA
YOR331C		random	0		
YOR332W	VMA4	ortholog	2	ATP6V1E1,ATP6V1E2	InParanoid,OMA
YOR333C		random	0		
YOR334W	MRS2	ortholog	1	MRS2	InParanoid,OrthoDB
YOR335C	ALA1	ortholog	1	AARS1	InParanoid,OMA
YOR335W-A		random	0		
YOR336W	KRE5	ortholog	2	UGGT1,UGGT2	InParanoid
YOR337W	TEA1	random	0		
YOR338W		random	0		
YOR339C	UBC11	ortholog	1	UBE2C	InParanoid,OMA
YOR340C	RPA43	random	0		
YOR341W	RPA190	ortholog	1	POLR1A	InParanoid,OMA
YOR342C		random	0		
YOR343C		random	0		
YOR343W-A	TY2A-OR2	random	0		
YOR343W-B	TY2B-OR2	random	0		
YOR344C	TYE7	random	0		
YOR345C		random	0		
YOR346W	REV1	ortholog	1	REV1	InParanoid
YOR347C	PYK2	ortholog	2	PKLR,PKM	InParanoid,OMA
YOR348C	PUT4	ortholog	2	SLC7A14,SLC7A4	InParanoid
YOR349W	CIN1	random	0		
YOR350C	MNE1	random	0		
YOR351C	MEK1	random	0		
YOR352W	TFB6	random	0		
YOR353C	SOG2	random	0		
YOR354C	MSC6	random	0		
YOR355W	GDS1	random	0		
YOR356W	CIR2	ortholog	1	ETFDH	InParanoid,OMA
YOR357C	SNX3	ortholog	2	SNX12,SNX3	InParanoid,OMA
YOR358W	HAP5	random	0		
YOR359W	VTS1	random	0		
YOR360C	PDE2	random	0		
YOR361C	PRT1	ortholog	1	EIF3B	InParanoid,OMA
YOR362C	PRE10	ortholog	1	PSMA3	InParanoid,OMA
YOR363C	PIP2	random	0		
YOR364W		random	0		
YOR365C		random	0		
YOR366W		random	0		
YOR367W	SCP1	ortholog	6	CNN1,CNN2,CNN3,TAGLN,TAGLN2,TAGLN3	InParanoid,OMA
YOR368W	RAD17	random	0		
YOR369C	RPS12	ortholog	1	RPS12	InParanoid,OMA
YOR370C	MRS6	random	0		
YOR371C	GPB1	random	0		
YOR372C	NDD1	random	0		
YOR373W	NUD1	random	0		
YOR374W	ALD4	ortholog	5	ALDH1A1,ALDH1A2,ALDH1A3,ALDH1B1,ALDH2	InParanoid,OMA
YOR375C	GDH1	ortholog	2	GLUD1,GLUD2	InParanoid,OMA
YOR376W		random	0		
YOR376W-A		random	0		
YOR377W	ATF1	random	0		
YOR378W	AMF1	random	0		
YOR379C		random	0		
YOR380W	RDR1	random	0		
YOR381W	FRE3	random	0		
YOR381W-A		random	0		
YOR382W	FIT2	random	0		
YOR383C	FIT3	random	0		
YOR384W	FRE5	random	0		
YOR385W		random	0		
YOR386W	PHR1	ortholog	2	CRY1,CRY2	InParanoid
YOR387C		random	0		
YOR388C	FDH1	random	0		
YOR389W		random	0		
YOR390W	FEX1	random	0		
YOR391C	HSP33	random	0		
YOR392W		random	0		
YOR393W	ERR1	ortholog	3	ENO1,ENO2,ENO3	InParanoid,OMA
YOR394C-A		random	0		
YOR394W	PAU21	random	0		
YOR396C-A		random	0		
YOR396W	YRF1-8	random	0		
YPL001W	HAT1	ortholog	1	HAT1	InParanoid,OMA
YPL002C	SNF8	ortholog	1	SNF8	InParanoid,OMA
YPL003W	ULA1	random	0		
YPL004C	LSP1	random	0		
YPL005W	AEP3	random	0		
YPL006W	NCR1	ortholog	2	NPC1,NPC1L1	InParanoid,OMA
YPL007C	TFC8	random	0		
YPL008W	CHL1	ortholog	1	DDX11	InParanoid,OMA
YPL009C	RQC2	ortholog	1	NEMF	InParanoid,OMA
YPL010W	RET3	ortholog	2	COPZ1,COPZ2	InParanoid,OMA
YPL011C	TAF3	random	0		
YPL012W	RRP12	ortholog	1	RRP12	InParanoid,OMA
YPL013C	MRPS16	ortholog	1	MRPS16	InParanoid
YPL014W	CIP1	random	0		
YPL015C	HST2	ortholog	2	SIRT2,SIRT3	InParanoid,OMA
YPL016W	SWI1	random	0		
YPL017C	IRC15	random	0		
YPL018W	CTF19	random	0		
YPL019C	VTC3	random	0		
YPL020C	ULP1	random	0		
YPL021W	ECM23	random	0		
YPL022W	RAD1	ortholog	1	ERCC4	InParanoid,OMA
YPL023C	MET12	random	0		
YPL024W	RMI1	random	0		
YPL025C		random	0		
YPL026C	SKS1	random	0		
YPL027W	SMA1	random	0		
YPL028W	ERG10	ortholog	1	ACAT1	InParanoid,OMA
YPL029W	SUV3	ortholog	1	SUPV3L1	InParanoid
YPL030W	TRM44	random	0		
YPL031C	PHO85	ortholog	1	CDK5	OMA
YPL032C	SVL3	random	0		
YPL033C	SRL4	random	0		
YPL034W		random	0		
YPL035C		random	0		
YPL036W	PMA2	random	0		
YPL037C	EGD1	ortholog	2	BTF3,BTF3L4	InParanoid,OMA
YPL038W	MET31	random	0		
YPL038W-A		random	0		
YPL039W		random	0		
YPL040C	ISM1	ortholog	1	IARS2	InParanoid,OMA
YPL041C	MRX11	random	0		
YPL042C	SSN3	ortholog	2	CDK19,CDK8	InParanoid
YPL043W	NOP4	ortholog	1	RBM28	InParanoid,OMA
YPL044C		random	0		
YPL045W	VPS16	ortholog	1	VPS16	InParanoid
YPL046C	ELC1	ortholog	6	ELOC,STX1A,STX1B,STX2,STX3,STX4	InParanoid,OMA,OrthoDB
YPL047W	SGF11	random	0		
YPL048W	CAM1	ortholog	1	EEF1G	InParanoid,OMA
YPL049C	DIG1	random	0		
YPL050C	MNN9	random	0		
YPL051W	ARL3	ortholog	2	ARFRP1,ARL14	InParanoid,OMA
YPL052W	OAZ1	random	0		
YPL053C	KTR6	random	0		
YPL054W	LEE1	random	0		
YPL055C	LGE1	random	0		
YPL056C	LCL1	random	0		
YPL057C	SUR1	random	0		
YPL058C	PDR12	random	0		
YPL059W	GRX5	ortholog	1	GLRX5	InParanoid
YPL060C-A	TY4B-P	random	0		
YPL060W	MFM1	ortholog	1	MRS2	InParanoid,OMA,OrthoDB
YPL061W	ALD6	ortholog	5	ALDH1A1,ALDH1A2,ALDH1A3,ALDH1B1,ALDH2	InParanoid,OMA
YPL062W		random	0		
YPL063W	TIM50	ortholog	1	TIMM50	InParanoid
YPL064C	CWC27	ortholog	1	CWC27	InParanoid
YPL065W	VPS28	ortholog	1	VPS28	InParanoid,OMA
YPL066W	RGL1	random	0		
YPL067C		random	0		
YPL068C		random	0		
YPL069C	BTS1	ortholog	1	GGPS1	InParanoid,OMA
YPL070W	MUK1	random	0		
YPL071C		random	0		
YPL072W	UBP16	random	0		
YPL073C		random	0		
YPL074W	YTA6	random	0		
YPL075W	GCR1	random	0		
YPL076W	GPI2	ortholog	1	PIGC	InParanoid
YPL077C		random	0		
YPL078C	ATP4	ortholog	1	ATP5PB	InParanoid,OMA
YPL079W	RPL21B	ortholog	1	RPL21	InParanoid
YPL080C		random	0		
YPL081W	RPS9A	ortholog	1	RPS9	InParanoid,OMA
YPL082C	MOT1	ortholog	1	BTAF1	InParanoid,OMA
YPL083C	SEN54	random	0		
YPL084W	BRO1	random	0		
YPL085W	SEC16	ortholog	1	SRRM2	OMA
YPL086C	ELP3	ortholog	1	ELP3	InParanoid,OMA
YPL087W	YDC1	ortholog	1	ACER3	InParanoid,OMA
YPL088W	AAD16	ortholog	3	KCNAB1,KCNAB2,KCNAB3	InParanoid,OMA
YPL089C	RLM1	random	0		
YPL090C	RPS6A	ortholog	1	RPS6	InParanoid,OMA
YPL091W	GLR1	ortholog	1	GSR	InParanoid,OMA
YPL092W	SSU1	random	0		
YPL093W	NOG1	ortholog	1	GTPBP4	InParanoid,OMA
YPL094C	SEC62	random	0		
YPL095C	EEB1	ortholog	2	ABHD1,ABHD3	InParanoid
YPL096C-A	ERI1	random	0		
YPL096W	PNG1	random	0		
YPL097W	MSY1	ortholog	1	YARS2	InParanoid,OMA
YPL098C	MGR2	ortholog	1	ROMO1	InParanoid,OMA
YPL099C	INA17	random	0		
YPL100W	ATG21	random	0		
YPL101W	ELP4	ortholog	1	ELP4	InParanoid
YPL102C		random	0		
YPL103C	FMP30	ortholog	1	NAPEPLD	InParanoid,OMA
YPL104W	MSD1	ortholog	1	DARS2	InParanoid,OMA
YPL105C	SYH1	random	0		
YPL106C	SSE1	ortholog	3	HSPA4,HSPA4L,HSPH1	InParanoid,OMA
YPL107W		random	0		
YPL108W		random	0		
YPL109C		ortholog	1	ADCK2	InParanoid,OMA
YPL110C	GDE1	random	0		
YPL111W	CAR1	ortholog	2	ARG1,ARG2	InParanoid,OMA
YPL112C	PEX25	random	0		
YPL113C		random	0		
YPL114W		random	0		
YPL115C	BEM3	random	0		
YPL116W	HOS3	random	0		
YPL117C	IDI1	ortholog	2	IDI1,IDI2	InParanoid,OMA
YPL118W	MRP51	random	0		
YPL119C	DBP1	ortholog	2	DDX3X,DDX3Y	InParanoid,OMA
YPL119C-A		random	0		
YPL120W	VPS30	ortholog	2	BECN1,BECN2	InParanoid
YPL121C	MEI5	random	0		
YPL122C	TFB2	ortholog	1	GTF2H4	InParanoid,OMA
YPL123C	RNY1	random	0		
YPL124W	SPC29	random	0		
YPL125W	KAP120	ortholog	1	IPO11	InParanoid,OMA
YPL126W	NAN1	random	0		
YPL127C	HHO1	ortholog	7	H1-1,H1-10,H1-2,H1-3,H1-4,H1-5,H1-6	InParanoid
YPL128C	TBF1	random	0		
YPL129W	TAF14	random	0		
YPL130W	SPO19	random	0		
YPL131W	RPL5	ortholog	1	RPL5	InParanoid,OMA
YPL132W	COX11	ortholog	1	COX11	InParanoid
YPL133C	RDS2	random	0		
YPL134C	ODC1	ortholog	3	SLC25A1,SLC25A21,UCP2	InParanoid,OMA
YPL135C-A		random	0		
YPL135W	ISU1	ortholog	1	ISCU	InParanoid,OMA
YPL136W		random	0		
YPL137C	GIP3	random	0		
YPL138C	SPP1	random	0		
YPL139C	UME1	random	0		
YPL140C	MKK2	ortholog	1	MAP2K5	InParanoid
YPL141C	FRK1	ortholog	6	BRSK1,BRSK2,MARK1,MARK2,MARK3,MARK4	InParanoid
YPL142C		random	0		
YPL143W	RPL33A	ortholog	1	RPL35A	InParanoid,OMA
YPL144W	POC4	random	0		
YPL145C	KES1	ortholog	2	OSBPL1A,OSBPL2	InParanoid
YPL146C	NOP53	ortholog	1	NOP53	InParanoid,OMA
YPL147W	PXA1	ortholog	3	ABCD1,ABCD2,ABCD3	InParanoid,OMA,OrthoDB
YPL148C	PPT2	random	0		
YPL149W	ATG5	ortholog	1	ATG5	InParanoid,OMA
YPL150W		random	0		
YPL151C	PRP46	ortholog	1	PLRG1	InParanoid,OMA
YPL152W	RRD2	ortholog	1	PTPA	OMA
YPL152W-A		random	0		
YPL153C	RAD53	ortholog	1	CHEK2	InParanoid
YPL154C	PEP4	ortholog	8	CTSD,CTSE,NAPSA,PGA3,PGA4,PGA5,PGC,REN	InParanoid,OMA
YPL155C	KIP2	random	0		
YPL156C	PRM4	random	0		
YPL157W	TGS1	random	0		
YPL158C	AIM44	random	0		
YPL159C	PET20	random	0		
YPL160W	CDC60	ortholog	1	LARS1	InParanoid,OMA
YPL161C	BEM4	random	0		
YPL162C		ortholog	1	STIMATE	InParanoid,OMA
YPL163C	SVS1	random	0		
YPL164C	MLH3	ortholog	1	MLH3	InParanoid
YPL165C	SET6	random	0		
YPL166W	ATG29	random	0		
YPL167C	REV3	ortholog	1	REV3L	InParanoid
YPL168W	MRX4	random	0		
YPL169C	MEX67	ortholog	3	NXF1,NXF3,NXF5	InParanoid,OMA
YPL170W	DAP1	ortholog	2	PGRMC1,PGRMC2	InParanoid
YPL171C	OYE3	random	0		
YPL172C	COX10	ortholog	1	COX10	InParanoid
YPL173W	MRPL40	random	0		
YPL174C	NIP100	random	0		
YPL175W	SPT14	ortholog	1	PIGA	InParanoid,OMA
YPL176C	TRE1	random	0		
YPL177C	CUP9	random	0		
YPL178W	CBC2	ortholog	2	NCBP2,NCBP2L	InParanoid
YPL179W	PPQ1	random	0		
YPL180W	TCO89	random	0		
YPL181W	CTI6	random	0		
YPL182C		random	0		
YPL183C	RTT10	ortholog	1	WDR6	InParanoid,OMA
YPL183W-A	RTC6	ortholog	1	MRPL36	InParanoid
YPL184C	MRN1	random	0		
YPL185W		random	0		
YPL186C	UIP4	random	0		
YPL187W	MF(ALPHA)1	random	0		
YPL188W	POS5	ortholog	1	NADK	OMA
YPL189C-A	COA2	random	0		
YPL189W	GUP2	random	0		
YPL190C	NAB3	random	0		
YPL191C		ortholog	2	MINDY1,MINDY2	InParanoid
YPL192C	PRM3	random	0		
YPL193W	RSA1	random	0		
YPL194W	DDC1	random	0		
YPL195W	APL5	ortholog	1	AP3D1	InParanoid
YPL196W	OXR1	ortholog	1	TLDC2	InParanoid
YPL197C		random	0		
YPL198W	RPL7B	ortholog	1	RPL7	InParanoid,OMA
YPL199C	NBR9	random	0		
YPL200W	CSM4	random	0		
YPL201C	YIG1	random	0		
YPL202C	AFT2	random	0		
YPL203W	TPK2	ortholog	4	PRKACA,PRKACB,PRKACG,PRKX	InParanoid,OMA
YPL204W	HRR25	ortholog	3	CSNK1D,CSNK1E,TESK1	InParanoid,OMA,OrthoDB
YPL205C		random	0		
YPL206C	PGC1	ortholog	2	GDPD1,GDPD3	InParanoid
YPL207W	TYW1	ortholog	2	TYW1,TYW1B	InParanoid
YPL208W	RKM1	ortholog	1	SETD4	InParanoid
